Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Grasses|0|LOW (0 - 15 grains)|0.0|11/16/2006
Trees|2|LOW (0 - 45 grains)|0.6|11/16/2006
Weeds|0|LOW (0 - 30 grains)|0.0|11/16/2006
Grasses|0|LOW (0 - 15 grains)|0.0|11/17/2006
Trees|2|LOW (0 - 45 grains)|0.6|11/17/2006
Weeds|2|LOW (0 - 30 grains)|0.6|11/17/2006
Grasses|0|LOW (0 - 15 grains)|0.0|11/20/2006
Trees|3|LOW (0 - 45 grains)|1.0|11/20/2006
Weeds|0|LOW (0 - 30 grains)|0.0|11/20/2006
Grasses|0|LOW (0 - 15 grains)|0.0|11/21/2006
Trees|1|LOW (0 - 45 grains)|0.3|11/21/2006
Weeds|1|LOW (0 - 30 grains)|0.3|11/21/2006
Grasses|0|LOW (0 - 15 grains)|0.0|11/22/2006
Trees|0|LOW (0 - 45 grains)|0.0|11/22/2006
Weeds|2|LOW (0 - 30 grains)|0.6|11/22/2006
Grasses|1|LOW (0 - 15 grains)|0.3|03/01/2007
Trees|293|HIGH (271 - 3000 grains)|93.9|03/01/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/01/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/02/2007
Trees|0|LOW (0 - 45 grains)|0.0|03/02/2007
Weeds|20|LOW (0 - 30 grains)|6.4|03/02/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/05/2007
Trees|311|HIGH (271 - 3000 grains)|99.7|03/05/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/05/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/06/2007
Trees|466|HIGH (271 - 3000 grains)|149.4|03/06/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/06/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/07/2007
Trees|197|MODERATE (46 - 270 grains)|63.1|03/07/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/07/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/08/2007
Trees|1218|HIGH (271 - 3000 grains)|390.4|03/08/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/08/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/09/2007
Trees|99|MODERATE (46 - 270 grains)|31.7|03/09/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/09/2007
Grasses|3|LOW (0 - 15 grains)|1.0|03/12/2007
Trees|1473|HIGH (271 - 3000 grains)|472.1|03/12/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/12/2007
Grasses|1|LOW (0 - 15 grains)|0.3|03/13/2007
Trees|618|HIGH (271 - 3000 grains)|198.1|03/13/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/13/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/14/2007
Trees|702|HIGH (271 - 3000 grains)|225.0|03/14/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/14/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/15/2007
Trees|1269|HIGH (271 - 3000 grains)|406.7|03/15/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/15/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/16/2007
Trees|921|HIGH (271 - 3000 grains)|295.2|03/16/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/16/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/19/2007
Trees|39|LOW (0 - 45 grains)|12.5|03/19/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/19/2007
Grasses|2|LOW (0 - 15 grains)|0.6|03/20/2007
Trees|529|HIGH (271 - 3000 grains)|169.6|03/20/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/20/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/21/2007
Trees|368|HIGH (271 - 3000 grains)|117.9|03/21/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/21/2007
Grasses|11|LOW (0 - 15 grains)|3.5|03/22/2007
Trees|134|MODERATE (46 - 270 grains)|42.9|03/22/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/22/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/23/2007
Trees|128|MODERATE (46 - 270 grains)|41.0|03/23/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/23/2007
Grasses|2|LOW (0 - 15 grains)|0.6|03/26/2007
Trees|2005|HIGH (271 - 3000 grains)|642.6|03/26/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/26/2007
Grasses|3|LOW (0 - 15 grains)|1.0|03/27/2007
Trees|3273|VERY HIGH (3001 - 999999 grains)|1049.0|03/27/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/27/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/28/2007
Trees|9009|VERY HIGH (3001 - 999999 grains)|2887.5|03/28/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/28/2007
Grasses|15|LOW (0 - 15 grains)|4.8|03/29/2007
Trees|5742|VERY HIGH (3001 - 999999 grains)|1840.4|03/29/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/29/2007
Grasses|0|LOW (0 - 15 grains)|0.0|03/30/2007
Trees|2718|HIGH (271 - 3000 grains)|871.2|03/30/2007
Weeds|0|LOW (0 - 30 grains)|0.0|03/30/2007
Grasses|0|LOW (0 - 15 grains)|0.0|04/02/2007
Trees|5175|VERY HIGH (3001 - 999999 grains)|1658.7|04/02/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/02/2007
Grasses|0|LOW (0 - 15 grains)|0.0|04/03/2007
Trees|6951|VERY HIGH (3001 - 999999 grains)|2227.9|04/03/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/03/2007
Grasses|0|LOW (0 - 15 grains)|0.0|04/04/2007
Trees|3552|VERY HIGH (3001 - 999999 grains)|1138.5|04/04/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/04/2007
Grasses|3|LOW (0 - 15 grains)|1.0|04/05/2007
Trees|5082|VERY HIGH (3001 - 999999 grains)|1628.8|04/05/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/05/2007
Grasses|3|LOW (0 - 15 grains)|1.0|04/09/2007
Trees|1161|HIGH (271 - 3000 grains)|372.1|04/09/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/09/2007
Grasses|13|LOW (0 - 15 grains)|4.2|04/10/2007
Trees|710|HIGH (271 - 3000 grains)|227.6|04/10/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/10/2007
Grasses|15|LOW (0 - 15 grains)|4.8|04/11/2007
Trees|400|HIGH (271 - 3000 grains)|128.2|04/11/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/11/2007
Grasses|2|LOW (0 - 15 grains)|0.6|04/12/2007
Trees|432|HIGH (271 - 3000 grains)|138.5|04/12/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/12/2007
Grasses|7|LOW (0 - 15 grains)|2.2|04/13/2007
Trees|1281|HIGH (271 - 3000 grains)|410.6|04/13/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/13/2007
Grasses|6|LOW (0 - 15 grains)|1.9|04/16/2007
Trees|743|HIGH (271 - 3000 grains)|238.1|04/16/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/16/2007
Grasses|0|LOW (0 - 15 grains)|0.0|04/17/2007
Trees|9|LOW (0 - 45 grains)|2.9|04/17/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/17/2007
Grasses|12|LOW (0 - 15 grains)|3.8|04/18/2007
Trees|461|HIGH (271 - 3000 grains)|147.8|04/18/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/18/2007
Grasses|14|LOW (0 - 15 grains)|4.5|04/19/2007
Trees|164|MODERATE (46 - 270 grains)|52.6|04/19/2007
Weeds|1|LOW (0 - 30 grains)|0.3|04/19/2007
Grasses|2|LOW (0 - 15 grains)|0.6|04/20/2007
Trees|187|MODERATE (46 - 270 grains)|59.9|04/20/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/20/2007
Grasses|18|MODERATE (16 - 60 grains)|5.8|04/23/2007
Trees|453|HIGH (271 - 3000 grains)|145.2|04/23/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/23/2007
Grasses|11|LOW (0 - 15 grains)|3.5|04/24/2007
Trees|496|HIGH (271 - 3000 grains)|159.0|04/24/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/24/2007
Grasses|7|LOW (0 - 15 grains)|2.2|04/25/2007
Trees|214|MODERATE (46 - 270 grains)|68.6|04/25/2007
Weeds|6|LOW (0 - 30 grains)|1.9|04/25/2007
Grasses|19|MODERATE (16 - 60 grains)|6.1|04/26/2007
Trees|390|HIGH (271 - 3000 grains)|125.0|04/26/2007
Weeds|1|LOW (0 - 30 grains)|0.3|04/26/2007
Grasses|4|LOW (0 - 15 grains)|1.3|04/27/2007
Trees|400|HIGH (271 - 3000 grains)|128.2|04/27/2007
Weeds|0|LOW (0 - 30 grains)|0.0|04/27/2007
Grasses|33|MODERATE (16 - 60 grains)|10.6|04/30/2007
Trees|347|HIGH (271 - 3000 grains)|111.2|04/30/2007
Weeds|1|LOW (0 - 30 grains)|0.3|04/30/2007
Grasses|18|MODERATE (16 - 60 grains)|5.8|05/01/2007
Trees|210|MODERATE (46 - 270 grains)|67.3|05/01/2007
Weeds|1|LOW (0 - 30 grains)|0.3|05/01/2007
Grasses|10|LOW (0 - 15 grains)|3.2|05/02/2007
Trees|160|MODERATE (46 - 270 grains)|51.3|05/02/2007
Weeds|7|LOW (0 - 30 grains)|2.2|05/02/2007
Grasses|24|MODERATE (16 - 60 grains)|7.7|05/03/2007
Trees|396|HIGH (271 - 3000 grains)|126.9|05/03/2007
Weeds|2|LOW (0 - 30 grains)|0.6|05/03/2007
Grasses|21|MODERATE (16 - 60 grains)|6.7|05/04/2007
Trees|116|MODERATE (46 - 270 grains)|37.2|05/04/2007
Weeds|1|LOW (0 - 30 grains)|0.3|05/04/2007
Grasses|27|MODERATE (16 - 60 grains)|8.7|05/07/2007
Trees|337|HIGH (271 - 3000 grains)|108.0|05/07/2007
Weeds|0|LOW (0 - 30 grains)|0.0|05/07/2007
Grasses|32|MODERATE (16 - 60 grains)|10.3|05/08/2007
Trees|231|MODERATE (46 - 270 grains)|74.0|05/08/2007
Weeds|0|LOW (0 - 30 grains)|0.0|05/08/2007
Grasses|5|LOW (0 - 15 grains)|1.6|05/09/2007
Trees|29|LOW (0 - 45 grains)|9.3|05/09/2007
Weeds|0|LOW (0 - 30 grains)|0.0|05/09/2007
Grasses|21|MODERATE (16 - 60 grains)|6.7|05/10/2007
Trees|29|LOW (0 - 45 grains)|9.3|05/10/2007
Weeds|5|LOW (0 - 30 grains)|1.6|05/10/2007
Grasses|68|HIGH (61 - 600 grains)|21.8|05/11/2007
Trees|96|MODERATE (46 - 270 grains)|30.8|05/11/2007
Weeds|15|LOW (0 - 30 grains)|4.8|05/11/2007
Grasses|32|MODERATE (16 - 60 grains)|10.3|05/14/2007
Trees|174|MODERATE (46 - 270 grains)|55.8|05/14/2007
Weeds|12|LOW (0 - 30 grains)|3.8|05/14/2007
Grasses|78|HIGH (61 - 600 grains)|25.0|05/15/2007
Trees|129|MODERATE (46 - 270 grains)|41.3|05/15/2007
Weeds|3|LOW (0 - 30 grains)|1.0|05/15/2007
Grasses|48|MODERATE (16 - 60 grains)|15.4|05/16/2007
Trees|58|MODERATE (46 - 270 grains)|18.6|05/16/2007
Weeds|4|LOW (0 - 30 grains)|1.3|05/16/2007
Grasses|46|MODERATE (16 - 60 grains)|14.7|05/17/2007
Trees|60|MODERATE (46 - 270 grains)|19.2|05/17/2007
Weeds|13|LOW (0 - 30 grains)|4.2|05/17/2007
Grasses|29|MODERATE (16 - 60 grains)|9.3|05/18/2007
Trees|32|LOW (0 - 45 grains)|10.3|05/18/2007
Weeds|0|LOW (0 - 30 grains)|0.0|05/18/2007
Grasses|121|HIGH (61 - 600 grains)|38.8|05/21/2007
Trees|151|MODERATE (46 - 270 grains)|48.4|05/21/2007
Weeds|3|LOW (0 - 30 grains)|1.0|05/21/2007
Grasses|78|HIGH (61 - 600 grains)|25.0|05/22/2007
Trees|70|MODERATE (46 - 270 grains)|22.4|05/22/2007
Weeds|15|LOW (0 - 30 grains)|4.8|05/22/2007
Grasses|96|HIGH (61 - 600 grains)|30.8|05/23/2007
Trees|55|MODERATE (46 - 270 grains)|17.6|05/23/2007
Weeds|2|LOW (0 - 30 grains)|0.6|05/23/2007
Grasses|53|MODERATE (16 - 60 grains)|17.0|05/24/2007
Trees|35|LOW (0 - 45 grains)|11.2|05/24/2007
Weeds|10|LOW (0 - 30 grains)|3.2|05/24/2007
Grasses|28|MODERATE (16 - 60 grains)|9.0|05/25/2007
Trees|31|LOW (0 - 45 grains)|9.9|05/25/2007
Weeds|19|LOW (0 - 30 grains)|6.1|05/25/2007
Grasses|30|MODERATE (16 - 60 grains)|9.6|05/29/2007
Trees|17|LOW (0 - 45 grains)|5.4|05/29/2007
Weeds|8|LOW (0 - 30 grains)|2.6|05/29/2007
Grasses|31|MODERATE (16 - 60 grains)|9.9|05/30/2007
Trees|22|LOW (0 - 45 grains)|7.1|05/30/2007
Weeds|8|LOW (0 - 30 grains)|2.6|05/30/2007
Grasses|70|HIGH (61 - 600 grains)|22.4|05/31/2007
Trees|22|LOW (0 - 45 grains)|7.1|05/31/2007
Weeds|9|LOW (0 - 30 grains)|2.9|05/31/2007
Grasses|58|MODERATE (16 - 60 grains)|18.6|06/01/2007
Trees|37|LOW (0 - 45 grains)|11.9|06/01/2007
Weeds|21|LOW (0 - 30 grains)|6.7|06/01/2007
Grasses|7|LOW (0 - 15 grains)|2.2|06/04/2007
Trees|7|LOW (0 - 45 grains)|2.2|06/04/2007
Weeds|0|LOW (0 - 30 grains)|0.0|06/04/2007
Grasses|14|LOW (0 - 15 grains)|4.5|06/05/2007
Trees|19|LOW (0 - 45 grains)|6.1|06/05/2007
Weeds|3|LOW (0 - 30 grains)|1.0|06/05/2007
Grasses|23|MODERATE (16 - 60 grains)|7.4|06/06/2007
Trees|24|LOW (0 - 45 grains)|7.7|06/06/2007
Weeds|0|LOW (0 - 30 grains)|0.0|06/06/2007
Grasses|13|LOW (0 - 15 grains)|4.2|06/07/2007
Trees|14|LOW (0 - 45 grains)|4.5|06/07/2007
Weeds|7|LOW (0 - 30 grains)|2.2|06/07/2007
Grasses|16|MODERATE (16 - 60 grains)|5.1|06/08/2007
Trees|5|LOW (0 - 45 grains)|1.6|06/08/2007
Weeds|16|LOW (0 - 30 grains)|5.1|06/08/2007
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/11/2007
Trees|18|LOW (0 - 45 grains)|5.8|06/11/2007
Weeds|33|MODERATE (31 - 120 grains)|10.6|06/11/2007
Grasses|8|LOW (0 - 15 grains)|2.6|06/12/2007
Trees|36|LOW (0 - 45 grains)|11.5|06/12/2007
Weeds|18|LOW (0 - 30 grains)|5.8|06/12/2007
Grasses|34|MODERATE (16 - 60 grains)|10.9|06/13/2007
Trees|22|LOW (0 - 45 grains)|7.1|06/13/2007
Weeds|0|LOW (0 - 30 grains)|0.0|06/13/2007
Grasses|9|LOW (0 - 15 grains)|2.9|06/14/2007
Trees|15|LOW (0 - 45 grains)|4.8|06/14/2007
Weeds|21|LOW (0 - 30 grains)|6.7|06/14/2007
Grasses|0|LOW (0 - 15 grains)|0.0|06/15/2007
Trees|21|LOW (0 - 45 grains)|6.7|06/15/2007
Weeds|4|LOW (0 - 30 grains)|1.3|06/15/2007
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/18/2007
Trees|17|LOW (0 - 45 grains)|5.4|06/18/2007
Weeds|21|LOW (0 - 30 grains)|6.7|06/18/2007
Grasses|39|MODERATE (16 - 60 grains)|12.5|06/19/2007
Trees|13|LOW (0 - 45 grains)|4.2|06/19/2007
Weeds|28|LOW (0 - 30 grains)|9.0|06/19/2007
Grasses|6|LOW (0 - 15 grains)|1.9|06/20/2007
Trees|18|LOW (0 - 45 grains)|5.8|06/20/2007
Weeds|16|LOW (0 - 30 grains)|5.1|06/20/2007
Grasses|11|LOW (0 - 15 grains)|3.5|06/21/2007
Trees|15|LOW (0 - 45 grains)|4.8|06/21/2007
Weeds|23|LOW (0 - 30 grains)|7.4|06/21/2007
Grasses|22|MODERATE (16 - 60 grains)|7.1|06/22/2007
Trees|8|LOW (0 - 45 grains)|2.6|06/22/2007
Weeds|26|LOW (0 - 30 grains)|8.3|06/22/2007
Grasses|24|MODERATE (16 - 60 grains)|7.7|06/25/2007
Trees|15|LOW (0 - 45 grains)|4.8|06/25/2007
Weeds|17|LOW (0 - 30 grains)|5.4|06/25/2007
Grasses|30|MODERATE (16 - 60 grains)|9.6|06/26/2007
Trees|19|LOW (0 - 45 grains)|6.1|06/26/2007
Weeds|22|LOW (0 - 30 grains)|7.1|06/26/2007
Grasses|7|LOW (0 - 15 grains)|2.2|06/27/2007
Trees|1|LOW (0 - 45 grains)|0.3|06/27/2007
Weeds|7|LOW (0 - 30 grains)|2.2|06/27/2007
Grasses|17|MODERATE (16 - 60 grains)|5.4|06/28/2007
Trees|6|LOW (0 - 45 grains)|1.9|06/28/2007
Weeds|10|LOW (0 - 30 grains)|3.2|06/28/2007
Grasses|6|LOW (0 - 15 grains)|1.9|06/29/2007
Trees|10|LOW (0 - 45 grains)|3.2|06/29/2007
Weeds|4|LOW (0 - 30 grains)|1.3|06/29/2007
Grasses|32|MODERATE (16 - 60 grains)|10.3|07/02/2007
Trees|16|LOW (0 - 45 grains)|5.1|07/02/2007
Weeds|10|LOW (0 - 30 grains)|3.2|07/02/2007
Grasses|40|MODERATE (16 - 60 grains)|12.8|07/03/2007
Trees|12|LOW (0 - 45 grains)|3.8|07/03/2007
Weeds|21|LOW (0 - 30 grains)|6.7|07/03/2007
Grasses|11|LOW (0 - 15 grains)|3.5|07/05/2007
Trees|2|LOW (0 - 45 grains)|0.6|07/05/2007
Weeds|5|LOW (0 - 30 grains)|1.6|07/05/2007
Grasses|6|LOW (0 - 15 grains)|1.9|07/06/2007
Trees|6|LOW (0 - 45 grains)|1.9|07/06/2007
Weeds|6|LOW (0 - 30 grains)|1.9|07/06/2007
Grasses|10|LOW (0 - 15 grains)|3.2|07/09/2007
Trees|0|LOW (0 - 45 grains)|0.0|07/09/2007
Weeds|0|LOW (0 - 30 grains)|0.0|07/09/2007
Grasses|10|LOW (0 - 15 grains)|3.2|07/10/2007
Trees|15|LOW (0 - 45 grains)|4.8|07/10/2007
Weeds|22|LOW (0 - 30 grains)|7.1|07/10/2007
Grasses|6|LOW (0 - 15 grains)|1.9|07/11/2007
Trees|5|LOW (0 - 45 grains)|1.6|07/11/2007
Weeds|6|LOW (0 - 30 grains)|1.9|07/11/2007
Grasses|8|LOW (0 - 15 grains)|2.6|07/12/2007
Trees|22|LOW (0 - 45 grains)|7.1|07/12/2007
Weeds|17|LOW (0 - 30 grains)|5.4|07/12/2007
Grasses|7|LOW (0 - 15 grains)|2.2|07/13/2007
Trees|7|LOW (0 - 45 grains)|2.2|07/13/2007
Weeds|15|LOW (0 - 30 grains)|4.8|07/13/2007
Grasses|12|LOW (0 - 15 grains)|3.8|07/16/2007
Trees|16|LOW (0 - 45 grains)|5.1|07/16/2007
Weeds|8|LOW (0 - 30 grains)|2.6|07/16/2007
Grasses|9|LOW (0 - 15 grains)|2.9|07/17/2007
Trees|11|LOW (0 - 45 grains)|3.5|07/17/2007
Weeds|6|LOW (0 - 30 grains)|1.9|07/17/2007
Grasses|3|LOW (0 - 15 grains)|1.0|07/18/2007
Trees|0|LOW (0 - 45 grains)|0.0|07/18/2007
Weeds|7|LOW (0 - 30 grains)|2.2|07/18/2007
Grasses|4|LOW (0 - 15 grains)|1.3|07/19/2007
Trees|1|LOW (0 - 45 grains)|0.3|07/19/2007
Weeds|7|LOW (0 - 30 grains)|2.2|07/19/2007
Grasses|15|LOW (0 - 15 grains)|4.8|07/20/2007
Trees|4|LOW (0 - 45 grains)|1.3|07/20/2007
Weeds|1|LOW (0 - 30 grains)|0.3|07/20/2007
Grasses|41|MODERATE (16 - 60 grains)|13.1|07/23/2007
Trees|12|LOW (0 - 45 grains)|3.8|07/23/2007
Weeds|10|LOW (0 - 30 grains)|3.2|07/23/2007
Grasses|30|MODERATE (16 - 60 grains)|9.6|07/24/2007
Trees|5|LOW (0 - 45 grains)|1.6|07/24/2007
Weeds|17|LOW (0 - 30 grains)|5.4|07/24/2007
Grasses|19|MODERATE (16 - 60 grains)|6.1|07/25/2007
Trees|3|LOW (0 - 45 grains)|1.0|07/25/2007
Weeds|4|LOW (0 - 30 grains)|1.3|07/25/2007
Grasses|20|MODERATE (16 - 60 grains)|6.4|07/26/2007
Trees|4|LOW (0 - 45 grains)|1.3|07/26/2007
Weeds|11|LOW (0 - 30 grains)|3.5|07/26/2007
Grasses|22|MODERATE (16 - 60 grains)|7.1|07/27/2007
Trees|4|LOW (0 - 45 grains)|1.3|07/27/2007
Weeds|61|MODERATE (31 - 120 grains)|19.6|07/27/2007
Grasses|23|MODERATE (16 - 60 grains)|7.4|07/30/2007
Trees|2|LOW (0 - 45 grains)|0.6|07/30/2007
Weeds|12|LOW (0 - 30 grains)|3.8|07/30/2007
Grasses|25|MODERATE (16 - 60 grains)|8.0|07/31/2007
Trees|0|LOW (0 - 45 grains)|0.0|07/31/2007
Weeds|14|LOW (0 - 30 grains)|4.5|07/31/2007
Grasses|1|LOW (0 - 15 grains)|0.3|08/01/2007
Trees|1|LOW (0 - 45 grains)|0.3|08/01/2007
Weeds|8|LOW (0 - 30 grains)|2.6|08/01/2007
Grasses|25|MODERATE (16 - 60 grains)|8.0|08/02/2007
Trees|1|LOW (0 - 45 grains)|0.3|08/02/2007
Weeds|9|LOW (0 - 30 grains)|2.9|08/02/2007
Grasses|43|MODERATE (16 - 60 grains)|13.8|08/03/2007
Trees|15|LOW (0 - 45 grains)|4.8|08/03/2007
Weeds|10|LOW (0 - 30 grains)|3.2|08/03/2007
Grasses|38|MODERATE (16 - 60 grains)|12.2|08/06/2007
Trees|10|LOW (0 - 45 grains)|3.2|08/06/2007
Weeds|22|LOW (0 - 30 grains)|7.1|08/06/2007
Grasses|16|MODERATE (16 - 60 grains)|5.1|08/07/2007
Trees|2|LOW (0 - 45 grains)|0.6|08/07/2007
Weeds|14|LOW (0 - 30 grains)|4.5|08/07/2007
Grasses|38|MODERATE (16 - 60 grains)|12.2|08/08/2007
Trees|4|LOW (0 - 45 grains)|1.3|08/08/2007
Weeds|11|LOW (0 - 30 grains)|3.5|08/08/2007
Grasses|6|LOW (0 - 15 grains)|1.9|08/09/2007
Trees|3|LOW (0 - 45 grains)|1.0|08/09/2007
Weeds|7|LOW (0 - 30 grains)|2.2|08/09/2007
Grasses|22|MODERATE (16 - 60 grains)|7.1|08/11/2007
Trees|0|LOW (0 - 45 grains)|0.0|08/11/2007
Weeds|6|LOW (0 - 30 grains)|1.9|08/11/2007
Grasses|73|HIGH (61 - 600 grains)|23.4|08/13/2007
Trees|1|LOW (0 - 45 grains)|0.3|08/13/2007
Weeds|42|MODERATE (31 - 120 grains)|13.5|08/13/2007
Grasses|86|HIGH (61 - 600 grains)|27.6|08/14/2007
Trees|0|LOW (0 - 45 grains)|0.0|08/14/2007
Weeds|28|LOW (0 - 30 grains)|9.0|08/14/2007
Grasses|46|MODERATE (16 - 60 grains)|14.7|08/15/2007
Trees|4|LOW (0 - 45 grains)|1.3|08/15/2007
Weeds|25|LOW (0 - 30 grains)|8.0|08/15/2007
Grasses|33|MODERATE (16 - 60 grains)|10.6|08/16/2007
Trees|0|LOW (0 - 45 grains)|0.0|08/16/2007
Weeds|13|LOW (0 - 30 grains)|4.2|08/16/2007
Grasses|18|MODERATE (16 - 60 grains)|5.8|08/17/2007
Trees|5|LOW (0 - 45 grains)|1.6|08/17/2007
Weeds|13|LOW (0 - 30 grains)|4.2|08/17/2007
Grasses|19|MODERATE (16 - 60 grains)|6.1|08/20/2007
Trees|3|LOW (0 - 45 grains)|1.0|08/20/2007
Weeds|23|LOW (0 - 30 grains)|7.4|08/20/2007
Grasses|14|LOW (0 - 15 grains)|4.5|08/21/2007
Trees|2|LOW (0 - 45 grains)|0.6|08/21/2007
Weeds|24|LOW (0 - 30 grains)|7.7|08/21/2007
Grasses|4|LOW (0 - 15 grains)|1.3|08/22/2007
Trees|6|LOW (0 - 45 grains)|1.9|08/22/2007
Weeds|7|LOW (0 - 30 grains)|2.2|08/22/2007
Grasses|15|LOW (0 - 15 grains)|4.8|08/23/2007
Trees|0|LOW (0 - 45 grains)|0.0|08/23/2007
Weeds|19|LOW (0 - 30 grains)|6.1|08/23/2007
Grasses|6|LOW (0 - 15 grains)|1.9|08/24/2007
Trees|3|LOW (0 - 45 grains)|1.0|08/24/2007
Weeds|16|LOW (0 - 30 grains)|5.1|08/24/2007
Grasses|4|LOW (0 - 15 grains)|1.3|08/27/2007
Trees|2|LOW (0 - 45 grains)|0.6|08/27/2007
Weeds|5|LOW (0 - 30 grains)|1.6|08/27/2007
Grasses|3|LOW (0 - 15 grains)|1.0|08/28/2007
Trees|2|LOW (0 - 45 grains)|0.6|08/28/2007
Weeds|12|LOW (0 - 30 grains)|3.8|08/28/2007
Grasses|16|MODERATE (16 - 60 grains)|5.1|08/29/2007
Trees|4|LOW (0 - 45 grains)|1.3|08/29/2007
Weeds|21|LOW (0 - 30 grains)|6.7|08/29/2007
Grasses|22|MODERATE (16 - 60 grains)|7.1|08/30/2007
Trees|3|LOW (0 - 45 grains)|1.0|08/30/2007
Weeds|17|LOW (0 - 30 grains)|5.4|08/30/2007
Grasses|9|LOW (0 - 15 grains)|2.9|08/31/2007
Trees|5|LOW (0 - 45 grains)|1.6|08/31/2007
Weeds|26|LOW (0 - 30 grains)|8.3|08/31/2007
Grasses|9|LOW (0 - 15 grains)|2.9|09/04/2007
Trees|2|LOW (0 - 45 grains)|0.6|09/04/2007
Weeds|43|MODERATE (31 - 120 grains)|13.8|09/04/2007
Grasses|3|LOW (0 - 15 grains)|1.0|09/05/2007
Trees|0|LOW (0 - 45 grains)|0.0|09/05/2007
Weeds|44|MODERATE (31 - 120 grains)|14.1|09/05/2007
Grasses|8|LOW (0 - 15 grains)|2.6|09/06/2007
Trees|6|LOW (0 - 45 grains)|1.9|09/06/2007
Weeds|48|MODERATE (31 - 120 grains)|15.4|09/06/2007
Grasses|6|LOW (0 - 15 grains)|1.9|09/07/2007
Trees|0|LOW (0 - 45 grains)|0.0|09/07/2007
Weeds|42|MODERATE (31 - 120 grains)|13.5|09/07/2007
Grasses|16|MODERATE (16 - 60 grains)|5.1|09/10/2007
Trees|4|LOW (0 - 45 grains)|1.3|09/10/2007
Weeds|181|HIGH (121 - 1200 grains)|58.0|09/10/2007
Grasses|5|LOW (0 - 15 grains)|1.6|09/11/2007
Trees|5|LOW (0 - 45 grains)|1.6|09/11/2007
Weeds|64|MODERATE (31 - 120 grains)|20.5|09/11/2007
Grasses|12|LOW (0 - 15 grains)|3.8|09/12/2007
Trees|6|LOW (0 - 45 grains)|1.9|09/12/2007
Weeds|93|MODERATE (31 - 120 grains)|29.8|09/12/2007
Grasses|4|LOW (0 - 15 grains)|1.3|09/13/2007
Trees|2|LOW (0 - 45 grains)|0.6|09/13/2007
Weeds|73|MODERATE (31 - 120 grains)|23.4|09/13/2007
Grasses|13|LOW (0 - 15 grains)|4.2|09/14/2007
Trees|4|LOW (0 - 45 grains)|1.3|09/14/2007
Weeds|102|MODERATE (31 - 120 grains)|32.7|09/14/2007
Grasses|11|LOW (0 - 15 grains)|3.5|09/17/2007
Trees|7|LOW (0 - 45 grains)|2.2|09/17/2007
