Total (Grains/m^3)|Comments|Date
212.5|Trees:Oak; Weeds:Grape; Grasses;|05/15/2018
149.4|Weeds:Grape; Grasses; Trees: Hickory/Pecan|05/16/2018
47.8|Trees:Hickory/Pecan; Weeds:Grape; Grasses|05/17/2018
19.2|Trees:Oak; Grasses; Weeds: Grape|05/18/2018
43.6|Grasses; Trees:Pine, Oak, Walnut; Weeds:Dock|05/21/2018
32.1|Trees:Pine, Oak; Grasses; Weeds:Plantain|05/22/2018
22.4|Grasses; Weeds: Plantain, Dock|05/23/2018
38.5|Grasses; Trees: Pine; Weeds: Plantain|05/24/2018
60.9|Grasses; Trees:Pine, Hickory/Pecan, Walnut|05/25/2018
3.8|Grasses|05/30/2018
5.4|Grasses|05/31/2018
9.9|Weeds: Plantain; Trees: Pine; Grasses|06/01/2018
56.7|Grasses; Weeds: Plantain; Trees: Pine|06/05/2018
57.1|Weeds: Plantain; Grasses|06/06/2018
47.8|Grasses; Weeds: Plantain, Grape|06/07/2018
15.7|Weeds: Grape; Grasses|06/08/2018
17.6|Grasses; Weeds: Plantain|06/11/2018
20.2|Grasses; Weeds: Plantain|06/12/2018
7.1|Weeds: Plantain; Grasses; Trees: Oak|06/13/2018
14.1|Weeds: Plantain; Grasses|06/14/2018
17.0|Weeds: Plantain; Grasses|06/15/2018
14.7|Weeds: Plantain; Grasses; Trees: Junipers|06/18/2018
22.8|Weeds: Plantain; Grasses|06/19/2018
14.4|Grasses; Weeds: Plantain|06/20/2018
9.3|Weeds: Plantain; Trees: Juniper/Cedar/Cypress|06/21/2018
10.3|Weeds: Plantain; Grasses|06/22/2018
21.8|Trees: Pine; Weeds: Plantain; Grasses|06/25/2018
4.2|Weeds: Pigweed; Trees: Pine|06/26/2018
2.9|Grasses|06/27/2018
6.7|Weeds: Plantain; Grasses|06/28/2018
7.1|Grasses; Weeds: Plantain|06/29/2018
20.8|Grasses; Weeds: Plantain; Trees: Junipers|07/03/2018
15.7|Grasses; Weeds: Nettle; Trees: Junipers|07/05/2018
4.8|Grasses; Trees: Junipers; Weeds: Plantain|07/06/2018
18.3|Grasses; Weeds: Pigweed; Trees: Junipers|07/09/2018
4.5|Grasses; Weeds: Pigweed|07/10/2018
10.3|Grasses; Weeds: Plantain|07/11/2018
14.7|Grasses; Trees: Junipers; Weeds: Plantain|07/12/2018
12.5|Grasses; Trees: Junipers|07/13/2018
28.5|Trees: Junipers/Cedars/Cypress; Grasses|07/16/2018
13.1|Grasses; Weeds: Pigweed; Trees: Junipers|07/17/2018
4.2|Grasses; Trees: Junipers/Cedar/Cypress|07/18/2018
9.9|Grasses; Trees: Junipers; Weeds; Plantain|07/19/2018
13.8|Grasses; Trees: Junipers; Weeds: Pigweed|07/20/2018
23.7|Grasses; Weeds=Ragweed; Trees=Junipers|07/23/2018
18.6|Grasses; Trees: Junipers/Cedar/Cypress|07/24/2018
9.0|Trees: Junipers/Cedar/Cypress; Grasses|07/25/2018
4.5|Grasses|07/26/2018
8.0|Trees: Junipers/Cedar/Cypress; Grasses|07/27/2018
6.7|Grasses; Weeds: Nettle, Pigweed|07/30/2018
9.6|Grasses; Weeds: Ragweed|07/31/2018
25.0|Grasses; Trees: Junipers; Weeds: Pigweed|08/01/2018
34.0|Grasses; Weeds: Nettle|08/02/2018
15.4|Grasses; Weeds: Ragweed|08/03/2018
17.6|Grasses; Weeds: Nettle; Trees: Junipers|08/06/2018
15.4|Grasses; Weeds: Nettle|08/07/2018
14.1|Weeds: Nettle; Grasses; Trees: Junipers|08/08/2018
11.5|Grasses; Weeds: Nettle|08/09/2018
10.3|Grasses; Weeds: Nettle; Trees: Junipers|08/13/2018
12.2|Weeds: Nettle, Ragweed; Grasses|08/14/2018
9.9|Grasses; Weeds: Nettle, Ragweed; Trees|08/15/2018
15.7|Weeds: Nettle and Ragweed|08/16/2018
16.0|Grasses; Trees: Mulberry; Weeds: Nettle|08/17/2018
6.7|Weeds: Ragweed; Grasses|08/19/2018
6.4|Grasses: Weeds; Nettle|08/21/2018
17.3|Weeds: Ragweed; Grasses|08/22/2018
35.6|Weeds: Ragweed, Nettle; Grasses|08/23/2018
36.2|Weeds: Ragweed, Pigweed; Grasses;|08/24/2018
54.2|(48 Hr Sample) Weeds: Ragweed; Grasses|08/28/2018
32.7|Weeds: Ragweed, Pigweed; Grasses; Trees: Elm|08/29/2018
148.4|Weeds: Ragweed; Trees: Elm; Grasses|08/30/2018
120.2|Trees: Elm; Grasses; Weeds: Ragweed|08/31/2018
31.7|Weeds: Ragweed, Pigweed; Grasses|09/04/2018
26.3|Weeds: Pigweed; Ragweed; Grasses|09/05/2018
69.6|Weeds: Ragweed and Pigweed|09/06/2018
35.3|Weeds: Ragweed; Grasses|09/07/2018
40.7|Weeds: Ragweed; Grasses|09/11/2018
8.0|Weeds: Ragweed; Grasses|09/12/2018
18.9|Weeds: Ragweed; Grasses|09/13/2018
38.1|Grasses; Weeds: Ragweed|09/18/2018
39.4|Weeds: Ragweed; Grasses|09/19/2018
15.4|Weeds: Ragweed, Sagebrush; Grasses|09/20/2018
66.3|Trees: Elm; Grasses; Weeds: Ragweed|09/21/2018
25.0|Grasses predominant|09/24/2018
9.9|Trees: Elm; Grasses; Weeds: Ragweed|09/25/2018
12.2|Weeds: Ragweed; Trees: Elm; Grasses|09/26/2018
13.5|Weeds: Ragweed; Grasses|09/27/2018
6.1|Grasses; Weeds: Ragweed; Trees: Elm|09/28/2018
91.0|Trees: Elm; Weeds: Ragweed; Grasses|10/01/2018
38.8|Trees: Elm; Weeds: Ragweed; Grasses|10/02/2018
34.6|Weeds: Ragweed; Trees: Elm, Grasses|10/03/2018
28.8|Weeds: Ragweed; Grasses; Trees: Elm|10/04/2018
30.8|Weeds: Ragweed; Grasses|10/05/2018
23.4|Weeds: Ragweed; Grasses|10/08/2018
20.5|Weeds: Ragweed; Grasses|10/10/2018
34.0|Weeds: Ragweed; Grasses; Trees: Elm|10/11/2018
12.2|Ragweed|10/12/2018
6.4|Weeds: Ragweed|10/15/2018
15.4|Weeds: Ragweed; Grasses|10/16/2018
4.8|Weeds: Ragweed; Grasses; Trees: Cypress|10/17/2018
9.0|Weeds: Ragweed; Grasses|10/18/2018
4.8|Weeds: Ragweed; Grasses; Trees: Cypress|10/19/2018
2.9|Ragweed predominate|10/22/2018
2.2|Weeds: Ragweed|10/23/2018
0.6|Grasses; Weeds: Ragweed|10/24/2018
1.6|Weeds: Ragweed; Grasses|10/25/2018
0.6|None - Last 2018 report date|10/26/2018
10.3|Trees: Cedar/Cypress/Juniper, Elm, Oak|03/04/2019
26.0|Trees: Cedar/Cypress/Juniper, Elm|03/05/2019
26.0|Trees: Cedar/Cypress/Juniper, Elm|03/06/2019
15.1|Juniper|03/07/2019
7.7|Elm & Juniper|03/08/2019
24.7|Juniper & Poplar|03/11/2019
236.5|Juniper & Oak|03/12/2019
71.8|Pine and Juniper|03/13/2019
71.8|Pine and Juniper|03/14/2019
21.8|Trees: Pine, Cedar/Juniper/Cypress, Elm|03/18/2019
18.3|Trees: Pine, Oak, Elm|03/20/2019
6.7|Oak and Pine|03/22/2019
438.1|Oak and Pine|03/25/2019
199.0|Pine, Oak, Birch, Cedars, Junipers, Cypress|03/26/2019
88.5|Pine, Oak, Birch, Juniper, Cedar, Cypress|03/27/2019
42.9|Trees: Oak, Pine, Cedar/Juniper/Cypress|03/28/2019
226.6|Trees: Pine, Oak, Birch|03/29/2019
339.4|Trees: Pine, Oak, Birch, Beech|04/01/2019
141.3|Trees: Pine, Oak, Birch|04/02/2019
25.0|Trees: Pine, Oak|04/03/2019
483.7|Trees: Pine, Oak, Mulberry, Birch|04/04/2019
1101.9|Trees: Oak, Pine, Birch, Sweet Gum, Mulberry|04/05/2019
1778.8|Trees: Pine, Oak, Mulberry, Birch, Sweet Gum|04/08/2019
2588.5|Trees: Pine, Oak, Mulberry, Birch, Sweet Gum|04/09/2019
3277.9|Trees: Pine, Oak, Mulberry, Sycamore, Birch|04/10/2019
2346.2|Trees: Oak, Sweet Gum, Pine, Mulberry|04/11/2019
875.6|Oak, Pine, Sweet Gum|04/15/2019
614.4|Oak, Pine, Maple, Poplar, Sweet Gum|04/16/2019
186.9|Oak|04/17/2019
0.0|No Report Equipment issue|04/22/2019
155.4|Oak and Pine|04/23/2019
231.1|Oak and Pine|04/24/2019
364.4|Pine, Oak, & Birch|04/25/2019
272.1|Oak, Pine, Birch, Beech, and Maple|04/26/2019
284.6|Oak and Birch|04/29/2019
138.1|Trees: Sycamore, Oak, Ash, Pine, Hickory|04/30/2019
82.1|Oak, Pine, Hickory|05/01/2019
97.4|Trees: Hickory/Pecan; Weeds: Dock; Grasses|05/02/2019
64.1|Hickory/Pecan|05/03/2019
6.7|Grasses|05/06/2019
60.6|Hickory and Grasses|05/07/2019
104.2|Grasses,Oak, Birch, Hickory/Pecan,|05/08/2019
85.9|Grasses, Beech, Hickory/Pecan|05/09/2019
65.1|Grasses; Weeds: Grape; Trees:Hickory/Pecan|05/10/2019
35.9|Grasses; Weeds: Grape; Trees: Pine|05/13/2019
83.0|Grasses|05/17/2019
41.0|Predominant Pollen: Grasses|05/20/2019
54.2|Grasses; Trees: Pine; Weeds: Grape|05/21/2019
89.4|Grasses; Trees: Pine; Weeds: Grape|05/22/2019
35.3|Grasses; Trees: Pine; Weeds: Grape|05/23/2019
41.3|Grasses|05/24/2019
69.9|Grasses; Trees: Pine; Weeds: Grape|05/28/2019
30.4|Grasses|05/29/2019
77.6|Grasses; Trees(Pine); Weeds(Wild Grape)|05/30/2019
52.2|Grasses; Trees(Pine); Weeds(Wild Grape)|05/31/2019
26.0|Grasses; Weeds(Wild Grape); Trees(Pine)|06/03/2019
33.3|Grasses; Trees(Pine); Weeds(Wild Grape)|06/04/2019
14.7|Grasses; Trees (Pine); Weeds (Wild Grape)|06/06/2019
8.7|Grasses; Weeds(Plantain); Trees(Pine)|06/07/2019
4.2|Grasses|06/10/2019
6.4|Weeds(Plantain); Trees(Sycamore); Grasses|06/11/2019
13.1|Grasses|06/12/2019
5.8|Trees: Pine|06/13/2019
15.7|Trees: Juniper/Cedar/Cypress; Grasses|06/14/2019
3.8|Trees: Pine; Grasses|06/17/2019
8.0|Grasses|06/18/2019
6.4|Trees: Pine|06/19/2019
12.5|Grasses|06/20/2019
12.8|Grasses|06/21/2019
2.6|Trees: Poplar; Grasses|06/24/2019
19.2|Grasses; Trees(Junipers); Weeds(Plantain)|06/25/2019
21.8|Grasses; Weeds (Plantain)|06/26/2019
13.5|Grasses; Weeds(Plantain); Trees(Willow)|06/27/2019
10.3|Grasses; Weeds(Nettle)|06/28/2019
18.6|Grasses; Weeds: Plantain|07/01/2019
10.3|Grasses|07/02/2019
15.7|Grasses; Weeds: Plantain|07/03/2019
55.8|Grasses; Weeds(Plantain)|07/05/2019
7.7|Grasses; Trees: Cedar/Juniper/Cypress|07/08/2019
5.8|Grasses;Weeds(Plantain);Trees(Pine)|07/09/2019
4.5|Weeds(Pigweed); Grasses; Trees(Pine)|07/10/2019
5.1|Grasses; Trees: Cedar/Juniper/Cypress|07/11/2019
5.1|Weeds(Plantain);Trees(Junipers);Grasses|07/12/2019
15.4|Grasses; Weeds: Plantain; Trees: Hickory|07/15/2019
4.5|Grasses|07/16/2019
5.4|Grasses|07/17/2019
8.0|Grasses|07/18/2019
2.6|Grasses|07/24/2019
6.4|Grasses|07/25/2019
10.3|Grasses; Weeds: Nettle|07/26/2019
26.6|Grasses; Weeds: Nettle and Ragweed|07/29/2019
10.6|Grasses; Weeds: Nettle|07/30/2019
12.2|Grasses; Weeds: Nettle|07/31/2019
7.7|Grasses|08/01/2019
9.6|Weeds: Ragweed; Grasses|08/02/2019
9.6|Weeds(Ragweed); Grasses; Trees|08/05/2019
4.5|Weeds(Sagebrush); Grasses; Trees(Pine)|08/06/2019
5.8|Grasses; Trees(Cedars); Weeds(Nettle)|08/07/2019
7.4|Grasses; Weeds(Nettle); Trees(Pine)|08/08/2019
6.4|Grasses|08/12/2019
8.0|Grasses; Weeds: Nettle|08/13/2019
9.0|Grasses; Weeds: Pig weed/Lambs Quarter|08/14/2019
6.7|Weeds: Nettle; Grasses|08/15/2019
8.3|Grasses|08/16/2019
5.4|Grasses|08/19/2019
17.6|Grasses; Weeds: Nettle|08/20/2019
14.7|Grasses; Weeds: Nettle|08/21/2019
20.8|Weeds: Nettle and Ragweed; Grasses|08/22/2019
6.4|Weeds(Ragweed) and Grasses|08/23/2019
7.4|Weeds (Ragweed) and Grasses|08/27/2019
18.6|Weeds (Ragweed) and Grasses|08/28/2019
47.4|Weeds: Ragweed (89 out of 118) and Grasses|08/29/2019
59.0|Weeds(Ragweed, Nettle); Grasses; Trees(Pine)|08/30/2019
122.4|Trees (Elm), Grasses, and Weeds (Ragweed)|09/03/2019
44.9|Trees: Elm, Cypress, Weeds: Ragweed, Nettle|09/04/2019
28.5|Grasses; Trees (elm); Weeds (ragweed)|09/05/2019
38.5|Weeds (ragweed); Grasses; Trees (Elm)|09/06/2019
26.9|Ragweed and Grasses|09/09/2019
30.8|Weeds(Ragweed, Pigweed); Grasses; Trees(Pine)|09/10/2019
11.9|Weeds (Ragweed)|09/11/2019
43.6|Weeds(Ragweed); Grasses; Trees(Elm)|09/12/2019
23.1|Weeds(Ragweed); Grasses; Trees(Elm)|09/13/2019
15.7|Weeds (Ragweed) and Grasses|09/17/2019
32.7|Weeds (Ragweed and Pigweed) and Grasses|09/18/2019
22.1|Weeds (Ragweed and Pigweed) and Grasses|09/19/2019
8.3|Weeds (Ragweed) and Grasses|09/20/2019
28.8|grasses, ragweed, pigweed, nettle|09/23/2019
23.1|Weeds (Ragweed and Pigweed) and Grasses|09/24/2019
29.5|Weeds (Ragweed), Trees (Elm), Grasses|09/25/2019
42.0|Weeds(Ragweed,Pigweed); Trees(Elm);Grasses|09/26/2019
32.4|Weeds (Ragweed, Pigweed), Trees (Elm), Grass|09/27/2019
30.1|Weeds (Ragweed), Grasses, Trees (Elm)|09/30/2019
39.1|Weeds (Ragweed) and Grasses|10/01/2019
47.1|Weeds (Ragweed) and Grasses|10/02/2019
44.2|Predominant Pollen - Weeds (Ragweed)|10/03/2019
67.9|Weeds (Ragweed), Trees (Mulberry), and Grass|10/04/2019
46.8|Predominant Pollen - Weeds (Ragweed)|10/07/2019
35.9|grasses Trees:Elm Weeds: Ragweed and PigWeed|10/08/2019
6.7|Predominant Pollen - Weeds (Ragweed)|10/09/2019
4.2|Predominant Pollen - Weeds (Ragweed)|10/10/2019
3.5|Grasses, Trees: Pine Weeds: Ragweeds|10/11/2019
6.7|Weeds (Ragweed and Pigweed)|10/14/2019
5.8|Grasses, Trees: Pine, Elm Weeds: Rag weeds|10/15/2019
10.9|Weeds (Ragweed), Grasses, Trees (Juniper)|10/17/2019
6.7|Grasses Trees: Juniper Weeds: Rag and pigweed|10/18/2019
2.6|Weeds (Ragweed) and Grasses|10/21/2019
1.0||10/22/2019
4.8|Weeds (Ragweed)|10/24/2019
1.9|Grasses Weeds: Rag weed, pigweed, dock|10/25/2019
6.4|Grasses Trees: Alder, Poplar Weeds: Ragweed|10/28/2019
5.1|Weeds (Ragweed), Grasses, Trees (Elm)|10/29/2019
6.7|Grasses Trees: Elm Weeds: Ragweed / Pigweed|10/31/2019
12.5|Grass Trees: Mostly Elm, Pine, Juniper, Beech|03/04/2020
40.4|Trees - Elm and Juniper/Cedar/Cypress|03/05/2020
27.2|Junipers, Elms, Poplar, maple, Alder, Pine|03/06/2020
33.0|Trees(Pine, Junipers, Poplar, Maple, Oak)|03/09/2020
53.2|Mostly Tree Grains: Pine, Poplar, Cedar/Junip|03/11/2020
8.7|Trees: Oak, Pine, Elm, Mulberry|03/12/2020
131.4|Predominantly Pine Some: Oak,Poplar,Maple|03/13/2020
488.5|Mainly Pine with some Maple/Alder/Oak/Poplar|03/16/2020
251.9|Pine,Oak, Elm, Junipers, Birch, Poplar, grass|03/17/2020
105.8|Mostly Pine with some Oak, Maple, and Poplar|03/18/2020
463.8|Pine, Oak, Elm, Birch, Poplar, Alder, Pecan|03/19/2020
787.5|Mainly Pine, with substantial Oak and Poplar|03/20/2020
1109.6|Pine, oak, elm, birch|03/23/2020
7.7|Trees: Pine and Oak|03/24/2020
63.8|Oak, Pine, Ash, Birch, Elm, Hornbeam, Poplar|03/25/2020
239.1|Mostly Pine, Oak, and Maple|03/26/2020
294.6|Mostly Oak, Sweetgum, and Pine|03/27/2020
3064.4|Big Jump on pollen, Oak, Sweetgum, Pine,birch|03/30/2020
2326.9|Mainly Oak with some Willow and Maple|03/31/2020
474.0|Mostly Oak, Elm, Ash, Pine, Sweet Gum,|04/01/2020
487.8|Mainly Oak, Sweet Gum, and Pine|04/02/2020
0.0|No Sample - Instrument Failure|04/03/2020
341.0|Mostly Oak grains|04/06/2020
553.8|Oak, Pine, Willow, Poplar, Sweet Gum, Cedar|04/07/2020
556.7|Mainly Oak w/ substantial Pine/Poplar/Willow|04/08/2020
1244.6|Mainly Oak w/ Pine, Maple, Poplar|04/09/2020
310.6|Mainly Oak with some Pine and Maple|04/14/2020
383.7|Oak, Elm, Maple, Pine, Sycamore, Juniper|04/15/2020
371.2|Mainly Oak grains|04/16/2020
105.8|Mostly Pine|04/17/2020
275.6|(Trees) Oak, Willow, Sycamore, Pine, Ash|04/22/2020
47.4|Mainly Oak with some Ash|04/23/2020
30.4|Mainly Oak|04/24/2020
84.9|Grasses Trees: Oak, Ash, Hickory, Elm, Willow|04/27/2020
129.8|Predominantly Oak, with some Pine & Maple|04/28/2020
92.0|Grasses; Weeds (Dock); Trees (Oak, Hickory)|04/29/2020
45.2|Mostly Oak with substantial Grass|04/30/2020
14.1|Grasses Trees: Oak Weeds: Dock|05/01/2020
159.3|Mainly Grass and Oak pollen grains|05/04/2020
134.9|Trees(Oak); Grasses; Weeds(Dock)|05/05/2020
67.3|Grasses, Oak, Juniper, Hickory, Ash, Nettle,|05/06/2020
69.6|Grasses Trees: Oak Weeds:wild grape, plantain|05/11/2020
92.3|Mostly Oak and POA (Grass)|05/12/2020
66.3|Trees(Oak); Grasses; Weeds(wild grape)|05/13/2020
60.9|Mostly POA (Grass), Oak, and Wild Grape|05/14/2020
89.4|Mainly POA(Grass) with substantial Wild Grape|05/15/2020
34.9|Grasses Trees: Maple, Ash Weeds: Wild Grape|05/19/2020
0.3|Weeds(wild grape)|05/20/2020
11.2|Most POA(Grass) with a few Pine grains|05/21/2020
5.4|Mainly POA (Grass)|05/22/2020
21.5|Mainly Juniper/Cedar/Cypress pollen today|05/26/2020
109.0|Trees(Juniper/Cedar/Cypress) and Grasses|05/27/2020
28.5|Cedar/Juniper/Cypress grains mostly|05/28/2020
28.8|Mainly POA (Grass) grains|05/29/2020
30.8|Grasses Trees: Junipers/Cedars, Walnut, Pine|06/01/2020
35.9|Grasses Trees: Junipers/Cedars, Walnut, Pine|06/02/2020
40.4|Trees(Juniper/Cedar/Cypress); Grasses(poa)|06/03/2020
39.4|Mostly POA (Grass) and Pine|06/04/2020
53.8|Mostly Cedar/Juniper/Cypress and Grass (POA)|06/05/2020
124.0|Grasses Trees: Junipers/Ceders,Pine,Hickory|06/08/2020
92.3|Trees(Juniper/Cedar); Grasses; Weeds(Grape)|06/09/2020
34.0|Grasses Trees(Junipers/Cedars),Pine,Oak Grape|06/11/2020
15.1|Mostly Cedar/Juniper/Cypress and Poa (Grass)|06/12/2020
27.9|Grasses;Trees(Junipers/Cedars); Weeds(Grapes)|06/15/2020
8.3|Grasses:Trees(Junipers/Cedar);Weeds(Grapes)|06/16/2020
0.0|Valid sample collection|06/17/2020
5.1|Few Cedar/Cypress/Juniper and POA(Grass)|06/18/2020
27.9|Mostly Cypress/Juniper grains|06/19/2020
11.9|Grasses; Trees(Junipers/cedars); weeds(Dock)|06/22/2020
13.8|Grasses; Trees(Junipers/Cedars); Weeds(Docks)|06/23/2020
30.8|Grasses (Poa); Weeds (Plantain); Trees|06/24/2020
24.4|Mostly Grass, Cypress/Juniper, and Plantain|06/25/2020
10.6|Mostly POA (grass) grains|06/26/2020
8.0|Grasses, Weeds (Plantago)|06/29/2020
5.4|Trees(Junipers/Cedars); Weeds (Plantago)|06/30/2020
16.0|(Trees) Junipers/Cedars; (Weeds) Plantain;|07/01/2020
11.5|Grasses;Tree(Junipers/Cedars);Weeds(Planago)|07/02/2020
20.5|Grasses; Tree(Junipers/Cedars);Weed(Plantain)|07/07/2020
27.2|Grasses and Trees(Cedars/Junipers)|07/08/2020
7.1|Grasses; Trees(Junipers/Cedars)|07/09/2020
3.8|Cedar/Juniper/Cypress and POA most prominent|07/10/2020
8.0|Grasses; Trees(Junipers/Cedars);Weeds(Clover)|07/13/2020
11.2|Grasses;Trees(Junipers/Cedars);Weeds(Pantago)|07/14/2020
7.1|Weeds(Clover);Grasses;Trees(Junipers/Cedars)|07/15/2020
6.1|Mainly POA (grass) and some Chenopod|07/16/2020
11.9|Weeds(pigweed);Grasses(poa);Trees(junipers)|07/17/2020
9.6|Grasses; Weeds( Clover, Pigweeds)|07/20/2020
12.8|Grasses; Weeds (Pigweeds, Ragweeds, Clover)|07/21/2020
16.7|Grasses(poa); Weeds(plantain)|07/22/2020
22.1|Grasses(Poa); Weeds(Plantain)|07/23/2020
7.4|Grasses(poa) Trees(Juniper/Cedar, Magnolia)|07/24/2020
5.1|Grasses; Weeds(pigweeds);|07/27/2020
3.8|Grasses(poa); Weeds(pigweeds)|07/28/2020
11.5|Grasses(poa); Weeds(Plantago)|07/29/2020
10.6|Grasses(poa); Weeds(plantago, pigweeds)|07/30/2020
2.9|Grasses(poa); Weeds(pigweed)|07/31/2020
7.4|Grasses(poa), Weeds(pigweed)|08/03/2020
9.0|Grasses(poa) and Weeds(ragweed)|08/05/2020
8.3|Grasses(poa); Weeds(pigweed,clover, nettle)|08/06/2020
12.2|Grasses(poa);Weeds (pigweed, nettle)|08/07/2020
7.1|Predominantly POA (grass)|08/10/2020
8.7|Grasses(poa); Weeds(clover)|08/11/2020
13.5|Grasses(poa); Weeds(nettle)|08/12/2020
11.5|Mainly POA (grass) and Urtica (nettle)|08/13/2020
7.4|Grasses(poa); Weeds(Nettle, pigweed)|08/14/2020
1.9|Grasses(poa)|08/17/2020
10.3|Grasses(poa); Weeds(nettle, pigweed)|08/18/2020
18.9|Grasses (poa); Weeds (nettle,ragweed)|08/19/2020
11.2|Grasses(poa); Trees(locust)|08/20/2020
8.3|Mostly POA(Grass) and Ragweed|08/21/2020
18.3|Mostly POA (grass) & Nettle/Ragweed (weeds)|08/24/2020
20.5|Grasses(poa);Trees(mulberry);Weeds(ragweed)|08/26/2020
11.9|Grasses(poa); Trees(mulberry); Weeds(ragweed)|08/27/2020
15.1|Grasses(poa); Weeds(ragweed)|08/28/2020
26.0|Predominant pollen grain today is Ragweed|08/31/2020
17.3|Grasses (poa); Weeds (ragweed)|09/01/2020
9.6|Predominant pollen grain was Ragweed|09/02/2020
14.4|Grasses(poa); Trees(mulberry); Weeds(ragweed)|09/03/2020
20.2|Grasses(poa); Trees(mulberry); Weeds(ragweed)|09/04/2020
38.8|Grasses(poa); Weeds(ragweed)|09/08/2020
9.0|Grasses(poa); Weeds(ragweed)|09/09/2020
3.8|Ragweeds|09/10/2020
11.5|Mostly Ragweed and POA (Grass)|09/11/2020
11.9|Elm, Ragweed, and Grass were predominant|09/14/2020
101.0|Grasses(Poa); Trees(Elm); Weeds(Ragweed)|09/15/2020
55.8|Grasses(Poa); Trees(Elm); Weeds(Ragweed)|09/16/2020
19.9|Trees(Elm); Weeds( Ragweed)|09/17/2020
3.8|Elm and Ragweed with 1 POA (grass)|09/18/2020
2.2|All Elm and Ragweed except for 1 Pine|09/21/2020
23.7|Mostly Elm and Ragweed|09/22/2020
8.7|Weeds (ragweed); Trees (elm); Grasses (poa)|09/23/2020
8.3|Grasses (Poa); Weeds (Ragweed)|09/24/2020
5.1|Trees(Elm); Weeds( Ragweed)|09/25/2020
11.9|Trees(Elm); Weeds (Ragweed)|09/28/2020
9.9|Mainly Elm & Ragweed|09/29/2020
5.8|Ragweeds|10/01/2020
6.7|Grasses (POA), Trees (Pine), Weeds (Ragweed)|10/02/2020
3.2|Ragweeds|10/05/2020
9.6|Mainly Ragweed|10/06/2020
12.2|Weeds(Ragweed and Sagebrush)|10/07/2020
31.4|Mainly Ragweed with some Lamb's Quarter|10/08/2020
38.1|Mostly Ragweed and POA (Grass)|10/09/2020
0.3|A single POA (grass) grain for today|10/12/2020
0.6|Ragweeds|10/13/2020
29.5|Mainly Ragweed|10/14/2020
31.1|Ragweed|10/15/2020
1.0|Ragweed & POA|10/16/2020
0.6|Ragweed|10/19/2020
6.1|Ragweeds|10/20/2020
0.0|No pollen grain found|10/21/2020
2.6|Ragweeds|10/22/2020
6.4|Mostly Ragweed|10/23/2020
0.0|No pollen grain observed|10/26/2020
0.6|Only 2 damaged grass grains|10/27/2020
1.0|Grasses and Ragweed|10/28/2020
3.8|Grasses; Trees (pine); Weeds (ragweed)|10/29/2020
3.2|Grass, Pine, & Ragweed|10/30/2020
16.0|Cedar, Pine, Elm|03/01/2021
77.2|Grasses; Trees: Elm, Cedars, Beech, Pine, Alder|03/02/2021
120.2|Grasses; Trees: Elm, Cedars, Beech, Alder, Pine, Sycamore|03/03/2021
48.1|Grasses; Trees: Elm, Poplar, Alder, Cedars|03/04/2021
102.6|Grasses; Trees: Cedars, Alder, Elm, poplar, Pine, Willow|03/05/2021
34.0|Trees: Elm, Poplar|03/08/2021
84.9|Trees: Elm, Oak, Cedars|03/09/2021
376.0|Trees: Cedars, Elm, Alder, oak, Birch,|03/10/2021
102.9|Juniper/Cedar/Cypress and Elm|03/11/2021
118.9|Trees: Cedars, Oak, Elm|03/12/2021
143.3|Trees: Cedars, Elm, Maple, Oak,|03/15/2021
134.6|Trees: Cedars, Maple, Elm, Oak, Poplar|03/16/2021
15.7|Trees: Cedars, Elm|03/17/2021
1.6|Trees - Elm|03/18/2021
73.4|Mainly Oak, Juniper/Cedar/Cypress, and Pine from most to least|03/19/2021
14.7|Mostly Oak and Juiper/Cedar/Cypress|03/22/2021
41.7|Trees: Cedars, Oak, Pine,|03/23/2021
9.3|Trees: Cedars, Elm, Poplar|03/24/2021
354.2|Trees - Pine, Oak, Birch, Sweet Gum, Willow Weeds - Dock|03/25/2021
0.0|NA - No pollen due to sampler error|03/26/2021
704.2|Mostly Oak, Mullberry, and Pine in that order|03/29/2021
365.4|Trees - Oak, Mulberry, Birch, Pine|03/30/2021
872.1|Mostly Pine, Oak, and Mulberry in that order|03/31/2021
1088.5|Mostly Mulberry and Pine|04/01/2021
2317.6|Trees: Pine, Oak, Mulberry, Birch, Maple, Elm, poplar, Cedars, Sweet Gum Weeds: Dock|04/05/2021
1114.4|Grasses; Trees: Pine, Oak, Mulberry, Bayberry, Birch, Poplar, Sweet Gum, Hornbeam, Willow|04/06/2021
1439.4|Trees - Pine, Oak, Birch, Mulberry, Sweet Gum|04/07/2021
1244.2|Mostly Maple and Pine|04/08/2021
772.1|Mostly Oak, Maple, and Pine from most to least in that order|04/09/2021
983.7|Trees - Oak, Pine, Maple, Willow, Mulberry, Birch, Ash|04/12/2021
1095.2|Trees: Oak, Pine, Ash, Sycamore, Sweet Gum, Willow, Birch, mulberry, Hornbeam, Pecan; Weeds: Dock|04/13/2021
754.8|Trees (Oak, Pine, Willow, Birch, Hickory/Pecan), Grasses, Weeds (Dock)|04/14/2021
661.5|Mostly Pine, Oak, and Willow in that order|04/15/2021
520.5|Primarily Pine, Oak, Maple, and Willow in that order|04/19/2021
211.5|Trees (Oak, Pine, Willow, Birch, Mulberry), Grasses|04/21/2021
635.6|Trees: Pine, Oak, Willow, Mulberry, Hickory, Birch|04/22/2021
